dataset,method,seed,experiment_group,credit_rule,local_steps,credit_dynamics_order,parallel_relaxation_rounds_per_batch,neighbor_jacobian_actions_per_batch,first_order_relaxation_rate,best_epoch,stopped_epoch,early_stopped,best_validation_loss,train_loss,train_accuracy,validation_loss,validation_accuracy,test_loss,test_accuracy,balanced_accuracy,macro_f1,elapsed_seconds,n_train,n_validation,n_test,n_features,n_classes,affine_depth,parameter_count,calibrated_local_coupling,calibration_target_energy,calibration_achieved_energy,wave_energy,metric_energy,edge_energy,metric_eig_min,metric_eig_max,metric_condition_bound
circles,CAT64-MWBP-local-EM,6,core,cat,64,2,64,320,,147,150,False,0.002901236823793877,0.006630686587824135,0.9986111111111111,0.002901236823793877,1.0,0.0036882335999737464,1.0,1.0,1.0,27.856498100038152,720,180,300,2,2,6,2498,2.2349926757812497,0.2675716497855247,0.26760556047887923,0.10879735087959692,1.9621817273365683,1.9621817273365683,-0.44695333704675844,1.778922032648925,5.934010526260234
iris,BP-Momentum,0,core,bp,0,0,0,0,,150,150,False,0.044764661314851885,0.10248534682685836,0.9550561797752809,0.044764661314851885,1.0,0.06297442714209012,1.0,1.0,1.0,0.18443859997205436,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,1,core,bp,0,0,0,0,,150,150,False,0.041780467850719545,0.09679224375103632,0.9662921348314607,0.041780467850719545,1.0,0.07808949927712272,1.0,1.0,1.0,0.2313332999474369,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,2,core,bp,0,0,0,0,,147,150,False,0.1361848511161814,0.11271447349315766,0.9438202247191011,0.1361848511161814,0.9565217391304348,0.04510069400578144,1.0,1.0,1.0,0.26599630003329366,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,3,core,bp,0,0,0,0,,150,150,False,0.05638006489571996,0.07649984460872979,0.9775280898876404,0.05638006489571996,1.0,0.16479426717825846,0.8947368421052632,0.8931623931623932,0.8931623931623932,0.27814810001291335,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,4,core,bp,0,0,0,0,,88,108,True,0.23617975257821455,0.08748409808212955,1.0,0.23617975257821455,0.9130434782608695,0.127797322879611,0.9473684210526315,0.9465811965811964,0.9465811965811964,0.1845632999902591,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,5,core,bp,0,0,0,0,,150,150,False,0.0712180509780698,0.06435107861962236,0.9887640449438202,0.0712180509780698,1.0,0.12600052922733376,0.9736842105263158,0.9743589743589745,0.974320987654321,0.2658680999884382,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,6,core,bp,0,0,0,0,,143,150,False,0.09130842368112893,0.09481467376021767,0.9662921348314607,0.09130842368112893,0.9565217391304348,0.10822306928869789,1.0,1.0,1.0,0.26991760003147647,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,7,core,bp,0,0,0,0,,146,150,False,0.07018691328096932,0.06418585039144017,0.9775280898876404,0.07018691328096932,1.0,0.09523035681422361,0.9736842105263158,0.9743589743589745,0.9733333333333333,0.25780520000262186,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,8,core,bp,0,0,0,0,,148,150,False,0.10636101773183693,0.06818373092315884,0.9887640449438202,0.10636101773183693,0.9565217391304348,0.18801965675451274,0.8947368421052632,0.8952991452991452,0.8931623931623932,0.26348720001988113,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Momentum,9,core,bp,0,0,0,0,,150,150,False,0.04356694407013705,0.07226119130567112,0.9887640449438202,0.04356694407013705,1.0,0.13638315479014798,0.9210526315789473,0.9209401709401709,0.9199999999999999,0.14479320001555607,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,0,core,bp,0,0,0,0,,61,81,True,0.09650791171899413,0.1026442198029934,0.9662921348314607,0.09650791171899413,0.9565217391304348,0.05296985811280717,1.0,1.0,1.0,0.11601220001466572,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,1,core,bp,0,0,0,0,,137,150,False,0.0161359845516724,0.05723339995141946,0.9887640449438202,0.0161359845516724,1.0,0.026907963657578592,1.0,1.0,1.0,0.24002919998019934,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,2,core,bp,0,0,0,0,,75,95,True,0.05382897777603452,0.07508392847035034,0.9775280898876404,0.05382897777603452,1.0,0.020602225924291517,1.0,1.0,1.0,0.1528351999586448,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,3,core,bp,0,0,0,0,,150,150,False,0.007820943903989505,0.005960034886666258,1.0,0.007820943903989505,1.0,0.3965898509556542,0.9210526315789473,0.9188034188034188,0.9194847020933977,0.20294240000657737,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,4,core,bp,0,0,0,0,,27,47,True,0.28808717097631437,0.10635904769604806,1.0,0.28808717097631437,0.8695652173913043,0.15847440491244275,0.9473684210526315,0.9465811965811964,0.9465811965811964,0.0773926000110805,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,5,core,bp,0,0,0,0,,146,150,False,0.01035381499316696,0.033839265113096116,0.9887640449438202,0.01035381499316696,1.0,0.21121233413605922,0.9210526315789473,0.923076923076923,0.9229629629629629,0.1670544000226073,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,6,core,bp,0,0,0,0,,69,89,True,0.04267590299253083,0.08383073152948488,0.9775280898876404,0.04267590299253083,1.0,0.10094160078004065,0.9736842105263158,0.9743589743589745,0.974320987654321,0.09373469999991357,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,7,core,bp,0,0,0,0,,89,109,True,0.046594449775126355,0.04051031228768555,0.9775280898876404,0.046594449775126355,1.0,0.12253793055953299,0.9736842105263158,0.9743589743589745,0.9733333333333333,0.14149010000983253,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,8,core,bp,0,0,0,0,,118,138,True,0.034940560918873,0.042542362308493224,0.9775280898876404,0.034940560918873,1.0,0.27998229293012167,0.9210526315789473,0.9188034188034188,0.9194847020933977,0.17364550003549084,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-Adam,9,core,bp,0,0,0,0,,137,150,False,0.009094543221118101,0.08716129533498095,0.9662921348314607,0.009094543221118101,1.0,0.2175481703431948,0.9473684210526315,0.9465811965811964,0.9465811965811964,0.2424036000156775,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-MWBP,0,core,bp,0,0,0,0,,150,150,False,0.04318340170646175,0.10303720484411066,0.9550561797752809,0.04318340170646175,1.0,0.06253782388507752,1.0,1.0,1.0,0.5816527999704704,89,23,38,4,3,6,2571,,,,0.0031386150726447634,1.3331590404435099,0.18888477861651137,-0.23586388018988694,1.1690395100353008,3.076900355553895
iris,BP-MWBP,1,core,bp,0,0,0,0,,150,150,False,0.04591159150493882,0.10012716425879156,0.9662921348314607,0.04591159150493882,1.0,0.08310877473484445,1.0,1.0,1.0,0.7693990000407211,89,23,38,4,3,6,2571,,,,0.05389518802373222,1.182512105692273,0.179793060916768,-0.23586409069915762,1.0965534041618412,2.9035496214098324
iris,BP-MWBP,2,core,bp,0,0,0,0,,147,150,False,0.14061685725632375,0.11663620261551567,0.9438202247191011,0.14061685725632375,0.9565217391304348,0.047533114849637854,1.0,1.0,1.0,0.8388894000090659,89,23,38,4,3,6,2571,,,,0.033013612609221615,1.2126725790279542,0.18007899739737648,-0.23586127528909312,1.1115489162584051,2.938584942000663
iris,BP-MWBP,3,core,bp,0,0,0,0,,150,150,False,0.059078087785389914,0.07701970295010058,0.9775280898876404,0.059078087785389914,1.0,0.1664520300259867,0.8947368421052632,0.8931623931623932,0.8931623931623932,0.6712002999847755,89,23,38,4,3,6,2571,,,,0.007187283741663861,1.3290300336966283,0.18823744763476485,-0.2358645285054734,1.1656371985678968,3.0685384755848637
iris,BP-MWBP,4,core,bp,0,0,0,0,,111,131,True,0.24115236729325132,0.0809016942587575,1.0,0.24115236729325132,0.9130434782608695,0.1225947975806058,0.9473684210526315,0.9465811965811964,0.9465811965811964,0.5413938999990933,89,23,38,4,3,6,2571,,,,3.8750224602722095e-05,1.3587279420834595,0.1907148319813536,-0.23586624604878903,1.1789746417245444,3.1014591993772105
iris,BP-MWBP,5,core,bp,0,0,0,0,,150,150,False,0.07660969643987134,0.06922396896457018,0.9887640449438202,0.07660969643987134,1.0,0.12927633171210615,0.9736842105263158,0.9743589743589745,0.974320987654321,0.7457922999747097,89,23,38,4,3,6,2571,,,,0.004117926805113405,1.3375074148172423,0.18797954085207447,-0.2358647873028405,1.169013183774098,3.0768377864410494
circles,CAT64-MWBP-local-EM,7,core,cat,64,2,64,320,,105,125,True,0.010379376979910872,0.011212423346427707,0.9972222222222222,0.010379376979910872,0.9944444444444445,0.009700303296068916,1.0,1.0,1.0,24.884956400026567,720,180,300,2,2,6,2498,2.2349926757812497,0.22967141312404432,0.2296215433423312,0.27825828560797183,1.768512741917072,1.768512741917072,-0.44676877284665495,1.6519280049239575,5.359964876752138
iris,BP-MWBP,6,core,bp,0,0,0,0,,143,150,False,0.10013045531867357,0.10094887454542487,0.9662921348314607,0.10013045531867357,0.9565217391304348,0.11388198823962348,1.0,1.0,1.0,0.6465135000180453,89,23,38,4,3,6,2571,,,,0.004880723983308471,1.333041161171603,0.18922404060590067,-0.23586456071236098,1.169455527667292,3.077926237497346
iris,BP-MWBP,7,core,bp,0,0,0,0,,147,150,False,0.07368270356730287,0.06635323097425756,0.9775280898876404,0.07368270356730287,1.0,0.09627743562160195,0.9736842105263158,0.9743589743589745,0.9733333333333333,0.6175978999817744,89,23,38,4,3,6,2571,,,,0.035260656764925104,1.2927823357153674,0.1858339911861531,-0.23586404577229556,1.1459912668864063,3.0206868826973916
iris,BP-MWBP,8,core,bp,0,0,0,0,,148,150,False,0.10745472488563695,0.07003251298660462,0.9887640449438202,0.10745472488563695,0.9565217391304348,0.18933934502179933,0.8947368421052632,0.8952991452991452,0.8931623931623932,0.5543041999917477,89,23,38,4,3,6,2571,,,,0.03068235862167948,1.3103413190694908,0.1872015965817042,-0.23586491648595023,1.157385748162245,3.048350216707884
iris,FA-Momentum,0,core,fa,0,0,0,0,,150,150,False,0.16611100081679545,0.27700125981088386,0.9213483146067416,0.16611100081679545,0.9565217391304348,0.35995455574241775,0.8157894736842105,0.8162393162393163,0.8121309715512615,0.17136999999638647,89,23,38,4,3,6,2571,,,,,,,,,
iris,BP-MWBP,9,core,bp,0,0,0,0,,150,150,False,0.04739522489608787,0.07561802081776416,0.9887640449438202,0.04739522489608787,1.0,0.1367888460565907,0.9210526315789473,0.9209401709401709,0.9199999999999999,0.6412558000301942,89,23,38,4,3,6,2571,,,,0.0034716982666204753,1.3345883088511714,0.1893616151764495,-0.23585739723702495,1.169345683336068,3.0776381378632762
iris,FA-Momentum,1,core,fa,0,0,0,0,,150,150,False,0.2433604496296849,0.27260355036495004,0.898876404494382,0.2433604496296849,0.8260869565217391,0.3356101423284426,0.868421052631579,0.8717948717948718,0.8700649675162418,0.24665240000467747,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,2,core,fa,0,0,0,0,,150,150,False,0.4494126900983508,0.45145617796549925,0.797752808988764,0.4494126900983508,0.782608695652174,0.39256045325666555,0.9473684210526315,0.9444444444444445,0.9458874458874459,0.19803999998839572,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,3,core,fa,0,0,0,0,,123,143,True,0.477292350494011,0.449430588970524,0.8089887640449438,0.477292350494011,0.7391304347826086,0.4526199899173863,0.7631578947368421,0.75,0.7142857142857143,0.18810849997680634,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,4,core,fa,0,0,0,0,,150,150,False,0.2568082073249451,0.18529419646318768,0.9438202247191011,0.2568082073249451,0.9130434782608695,0.23877766756744537,0.8947368421052632,0.8910256410256411,0.8917748917748919,0.19183090003207326,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,6,core,fa,0,0,0,0,,126,146,True,0.3324974047143674,0.26740886353230064,0.898876404494382,0.3324974047143674,0.8695652173913043,0.41762625370121925,0.8421052631578947,0.8461538461538461,0.841604938271605,0.15061660000355914,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,5,core,fa,0,0,0,0,,150,150,False,0.09250040744891273,0.12230618839903622,0.9550561797752809,0.09250040744891273,1.0,0.17544788225292407,0.9210526315789473,0.923076923076923,0.9229629629629629,0.21480920002795756,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,8,core,fa,0,0,0,0,,1,21,True,0.8230065055443133,0.859273441959791,0.5955056179775281,0.8230065055443133,0.6521739130434783,0.8314199167179842,0.631578947368421,0.6153846153846154,0.5132275132275133,0.03712799999630079,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,7,core,fa,0,0,0,0,,117,137,True,0.4525426963355499,0.3413007406252415,0.8539325842696629,0.4525426963355499,0.8260869565217391,0.3805211007061557,0.8157894736842105,0.8205128205128206,0.8019241652518393,0.14890460000606254,89,23,38,4,3,6,2571,,,,,,,,,
iris,FA-Momentum,9,core,fa,0,0,0,0,,150,150,False,0.07035999792921743,0.10942336133967528,0.9887640449438202,0.07035999792921743,1.0,0.21023448952782384,0.9210526315789473,0.9209401709401709,0.9199999999999999,0.23357519996352494,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,1,core,dfa,0,0,0,0,,1,21,True,0.9732836625987108,0.9474334086621642,0.5168539325842697,0.9732836625987108,0.5217391304347826,0.9310767757989082,0.5789473684210527,0.5833333333333334,0.5668324195673424,0.02874909999081865,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,0,core,dfa,0,0,0,0,,150,150,False,0.09067465761447821,0.2272424361651849,0.9213483146067416,0.09067465761447821,1.0,0.24733099258180324,0.868421052631579,0.8696581196581197,0.8658078368223295,0.2120678999926895,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,2,core,dfa,0,0,0,0,,67,87,True,0.46437658541922167,0.5270815594059841,0.6629213483146067,0.46437658541922167,0.6956521739130435,0.513813487052366,0.6578947368421053,0.6666666666666666,0.5495495495495496,0.11275900003965944,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,4,core,dfa,0,0,0,0,,4,24,True,0.9210392824781899,0.843502176526391,0.797752808988764,0.9210392824781899,0.6521739130434783,0.8480947348886949,0.7894736842105263,0.7841880341880342,0.7815461770580985,0.03698950004763901,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,5,core,dfa,0,0,0,0,,6,26,True,0.6672501833987324,0.678481798840677,0.6404494382022472,0.6672501833987324,0.6521739130434783,0.7088034991261364,0.6842105263157895,0.6923076923076924,0.6090225563909774,0.0338676999672316,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,3,core,dfa,0,0,0,0,,150,150,False,0.303300105402449,0.21470915309149355,0.9325842696629213,0.303300105402449,0.8260869565217391,0.447174674374523,0.8421052631578947,0.8376068376068376,0.8376623376623377,0.2263964000158012,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,7,core,dfa,0,0,0,0,,63,83,True,0.4042627788522799,0.327743031980271,0.8764044943820225,0.4042627788522799,0.8260869565217391,0.4148109273103263,0.8157894736842105,0.8119658119658119,0.8121309715512615,0.10871810000389814,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,6,core,dfa,0,0,0,0,,149,150,False,0.21846494978239117,0.22806405588995396,0.9213483146067416,0.21846494978239117,0.9130434782608695,0.3006806854300801,0.868421052631579,0.8717948717948718,0.8716049382716049,0.19690989999799058,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,8,core,dfa,0,0,0,0,,1,21,True,0.8218073951025361,0.8573132856248752,0.6067415730337079,0.8218073951025361,0.6521739130434783,0.8290979073399886,0.631578947368421,0.6153846153846154,0.5132275132275133,0.029118900012690574,89,23,38,4,3,6,2571,,,,,,,,,
iris,DFA-Momentum,9,core,dfa,0,0,0,0,,65,85,True,0.4876873796356394,0.46735085559789596,0.8202247191011236,0.4876873796356394,0.7391304347826086,0.47165982476949675,0.7631578947368421,0.7521367521367521,0.7326203208556151,0.10932599997613579,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,1,core,localhead,0,0,0,0,,1,21,True,0.9695009071622873,0.9453864347292774,0.5056179775280899,0.9695009071622873,0.5217391304347826,0.9285557913822863,0.5263157894736842,0.532051282051282,0.5281109445277361,0.035599199996795505,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,0,core,localhead,0,0,0,0,,150,150,False,0.2956296374247488,0.3572269943322173,0.8426966292134831,0.2956296374247488,1.0,0.38134272364347777,0.8421052631578947,0.8461538461538461,0.8333333333333334,0.23814249999122694,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,2,core,localhead,0,0,0,0,,150,150,False,0.3793783449575411,0.3729105781107133,0.8202247191011236,0.3793783449575411,0.8695652173913043,0.2797713586344191,0.9210526315789473,0.923076923076923,0.9194847020933977,0.20333280001068488,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,3,core,localhead,0,0,0,0,,150,150,False,0.32003220433244756,0.2514807978147198,0.9325842696629213,0.32003220433244756,0.8260869565217391,0.43538363890146314,0.7631578947368421,0.7606837606837606,0.7600000000000001,0.26538019999861717,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,4,core,localhead,0,0,0,0,,150,150,False,0.3640359913450233,0.2589740461761134,0.9101123595505618,0.3640359913450233,0.8695652173913043,0.26706725834822687,0.8947368421052632,0.8888888888888888,0.888888888888889,0.23794249998172745,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,5,core,localhead,0,0,0,0,,150,150,False,0.28873434246586077,0.27633909406415236,0.9101123595505618,0.28873434246586077,0.9565217391304348,0.3722789216649831,0.868421052631579,0.8717948717948718,0.866583850931677,0.2918995000072755,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,6,core,localhead,0,0,0,0,,150,150,False,0.3491025294776781,0.2538518843926028,0.898876404494382,0.3491025294776781,0.782608695652174,0.4484627901520776,0.7894736842105263,0.794871794871795,0.7743589743589743,0.2836242000339553,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,7,core,localhead,0,0,0,0,,150,150,False,0.41978376055211586,0.30673091066842934,0.8876404494382022,0.41978376055211586,0.8260869565217391,0.36607547121794626,0.868421052631579,0.8696581196581197,0.8658078368223295,0.27300820004893467,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,8,core,localhead,0,0,0,0,,150,150,False,0.3977799292957663,0.3413982680185203,0.9438202247191011,0.3977799292957663,0.8260869565217391,0.3863900690831678,0.8157894736842105,0.8183760683760682,0.8084291187739462,0.24189950001891702,89,23,38,4,3,6,2571,,,,,,,,,
iris,LocalHead-Momentum,9,core,localhead,0,0,0,0,,150,150,False,0.34483054435013577,0.3175655557187795,0.8876404494382022,0.34483054435013577,0.8260869565217391,0.3497451236352873,0.868421052631579,0.8632478632478632,0.8631636562671045,0.29377290001139045,89,23,38,4,3,6,2571,,,,,,,,,
circles,CAT64-MWBP-local-EM,8,core,cat,64,2,64,320,,98,118,True,0.011534775701985392,0.014468702263994245,0.9944444444444445,0.011534775701985392,0.9944444444444445,0.009138256479945378,1.0,1.0,1.0,22.85667890001787,720,180,300,2,2,6,2498,2.2379028320312497,0.2488817703356485,0.2488572189218834,0.029287047748845402,1.9710093187437892,1.9710093187437892,-0.4474106413852968,1.7777180848356762,5.930467112441672
iris,AR64-Momentum,0,core,ar,64,1,64,320,0.16,150,150,False,0.04488769650952159,0.10259627888241715,0.9550561797752809,0.04488769650952159,1.0,0.06315656748583552,1.0,1.0,1.0,2.886417599976994,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,1,core,ar,64,1,64,320,0.16,150,150,False,0.041958680394762506,0.09695424130903181,0.9662921348314607,0.041958680394762506,1.0,0.07840310744048463,1.0,1.0,1.0,2.8598292999668047,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,2,core,ar,64,1,64,320,0.16,147,150,False,0.13682719532939705,0.11305744982166348,0.9438202247191011,0.13682719532939705,0.9565217391304348,0.04525580747337384,1.0,1.0,1.0,3.1879494999884628,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,4,core,ar,64,1,64,320,0.16,88,108,True,0.2364453574953563,0.08782286908192972,1.0,0.2364453574953563,0.9130434782608695,0.12804402521755218,0.9473684210526315,0.9465811965811964,0.9465811965811964,2.171543099975679,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,3,core,ar,64,1,64,320,0.16,150,150,False,0.056662771056594494,0.07677040604705933,0.9775280898876404,0.056662771056594494,1.0,0.16543281720098146,0.8947368421052632,0.8931623931623932,0.8931623931623932,3.0311416999902576,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,5,core,ar,64,1,64,320,0.16,150,150,False,0.0714716908237024,0.06450102917376986,0.9887640449438202,0.0714716908237024,1.0,0.12599863672178835,0.9736842105263158,0.9743589743589745,0.974320987654321,3.1049995999783278,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,6,core,ar,64,1,64,320,0.16,143,150,False,0.09164176883593698,0.09496898290387046,0.9662921348314607,0.09164176883593698,0.9565217391304348,0.1083502125574422,1.0,1.0,1.0,3.1432510999729857,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,7,core,ar,64,1,64,320,0.16,147,150,False,0.07045891823454131,0.06390713081136343,0.9775280898876404,0.07045891823454131,1.0,0.09546940330428207,0.9736842105263158,0.9743589743589745,0.9733333333333333,3.030479100008961,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,8,core,ar,64,1,64,320,0.16,148,150,False,0.10656263268415127,0.06834191561581347,0.9887640449438202,0.10656263268415127,0.9565217391304348,0.18821941589268867,0.8947368421052632,0.8952991452991452,0.8931623931623932,2.9355507000000216,89,23,38,4,3,6,2571,,,,,,,,,
iris,AR64-Momentum,9,core,ar,64,1,64,320,0.16,150,150,False,0.04378139084732105,0.07245025883488614,0.9887640449438202,0.04378139084732105,1.0,0.1364431066663531,0.9210526315789473,0.9209401709401709,0.9199999999999999,2.885501299984753,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,0,core,cat,40,2,40,200,,150,150,False,0.046450249402664796,0.10390735623568675,0.9550561797752809,0.046450249402664796,1.0,0.06539811528218754,1.0,1.0,1.0,2.4781412000302225,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,1,core,cat,40,2,40,200,,150,150,False,0.04421280433289468,0.0990564665060831,0.9662921348314607,0.04421280433289468,1.0,0.082239875094498,1.0,1.0,1.0,2.447041800012812,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,2,core,cat,40,2,40,200,,146,150,False,0.1435176990133825,0.11987882733302074,0.9438202247191011,0.1435176990133825,0.9565217391304348,0.04675093982118953,1.0,1.0,1.0,2.724143500032369,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,3,core,cat,40,2,40,200,,150,150,False,0.060177087024670735,0.08005847746689512,0.9775280898876404,0.060177087024670735,1.0,0.17305764826985323,0.8947368421052632,0.8931623931623932,0.8931623931623932,2.669197399984114,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,4,core,cat,40,2,40,200,,88,108,True,0.23969775636371873,0.09209151939507515,1.0,0.23969775636371873,0.9130434782608695,0.13121633697026525,0.9473684210526315,0.9465811965811964,0.9465811965811964,1.9163129000226036,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,5,core,cat,40,2,40,200,,150,150,False,0.07444126033077379,0.06632011230057554,0.9887640449438202,0.07444126033077379,1.0,0.1261032842270583,0.9736842105263158,0.9743589743589745,0.974320987654321,2.5075847000116482,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,6,core,cat,40,2,40,200,,143,150,False,0.0955300239049948,0.09690823494341143,0.9662921348314607,0.0955300239049948,0.9565217391304348,0.11004814438976114,1.0,1.0,1.0,2.657364599988796,89,23,38,4,3,6,2571,,,,,,,,,
circles,CAT64-MWBP-local-EM,9,core,cat,64,2,64,320,,147,150,False,0.00374644610890007,0.005697194501017449,0.9986111111111111,0.00374644610890007,1.0,0.011501379961758656,0.9966666666666667,0.9966666666666666,0.9966666296292181,29.624803000013344,720,180,300,2,2,6,2498,2.2509985351562496,0.2506219231992923,0.2505489161619142,0.009178067406558455,2.4636312896315617,2.4636312896315617,-0.45017524058898317,2.0000000000000013,7.100322407129761
iris,CAT40-Momentum,7,core,cat,40,2,40,200,,147,150,False,0.07512375892719372,0.06480251227146108,0.9775280898876404,0.07512375892719372,1.0,0.09443033648834544,0.9736842105263158,0.9743589743589745,0.9733333333333333,2.5715889999992214,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,8,core,cat,40,2,40,200,,148,150,False,0.10858490497664963,0.07021058083869396,0.9887640449438202,0.10858490497664963,0.9565217391304348,0.1905571356178219,0.8947368421052632,0.8952991452991452,0.8931623931623932,2.5101663999957964,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT40-Momentum,9,core,cat,40,2,40,200,,150,150,False,0.04640449119553549,0.07476137155689236,0.9887640449438202,0.04640449119553549,1.0,0.13720268036641783,0.9210526315789473,0.9209401709401709,0.9199999999999999,2.6327300000120886,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,0,core,cat,64,2,64,320,,150,150,False,0.04483082931342386,0.10254524914080625,0.9550561797752809,0.04483082931342386,1.0,0.06307311220557009,1.0,1.0,1.0,3.9330705999745987,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,1,core,cat,64,2,64,320,,150,150,False,0.04187574881116555,0.09687930182307264,0.9662921348314607,0.04187574881116555,1.0,0.0782581912622059,1.0,1.0,1.0,3.927051200007554,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,2,core,cat,64,2,64,320,,147,150,False,0.13654014492094377,0.11290256066715211,0.9438202247191011,0.13654014492094377,0.9565217391304348,0.045184898704108044,1.0,1.0,1.0,4.026690799975768,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,3,core,cat,64,2,64,320,,150,150,False,0.05653151005881806,0.07664423350839897,0.9775280898876404,0.05653151005881806,1.0,0.16514168055875011,0.8947368421052632,0.8931623931623932,0.8931623931623932,4.014164599997457,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,4,core,cat,64,2,64,320,,88,108,True,0.2363319430077722,0.08766770474818465,1.0,0.2363319430077722,0.9130434782608695,0.1279304942422288,0.9473684210526315,0.9465811965811964,0.9465811965811964,2.9582121000275947,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,5,core,cat,64,2,64,320,,150,150,False,0.07135462434228579,0.06443240284732482,0.9887640449438202,0.07135462434228579,1.0,0.12600119813123947,0.9736842105263158,0.9743589743589745,0.974320987654321,4.056014699977823,89,23,38,4,3,6,2571,,,,,,,,,
iris,CAT64-Momentum,6,core,cat,64,2,64,320,,143,150,False,0.09148881458261171,0.09489771940581107,0.9662921348314607,0.09148881458261171,0.9565217391304348,0.10828895909586543,1.0,1.0,1.0,3.8792453999631107,89,23,38,4,3,6,2571,,,,,,,,,
