dataset,method,seed,experiment_group,credit_rule,local_steps,credit_dynamics_order,parallel_relaxation_rounds_per_batch,neighbor_jacobian_actions_per_batch,first_order_relaxation_rate,best_epoch,stopped_epoch,early_stopped,best_validation_loss,train_loss,train_accuracy,validation_loss,validation_accuracy,test_loss,test_accuracy,balanced_accuracy,macro_f1,elapsed_seconds,n_train,n_validation,n_test,n_features,n_classes,affine_depth,parameter_count,calibrated_local_coupling,calibration_target_energy,calibration_achieved_energy,wave_energy,metric_energy,edge_energy,metric_eig_min,metric_eig_max,metric_condition_bound
moons,LocalHead-Momentum,6,core,localhead,0,0,0,0,,150,150,False,0.2136306582460003,0.2700369670379198,0.8930555555555556,0.2136306582460003,0.9166666666666666,0.24410392392380714,0.9033333333333333,0.9033333333333333,0.903332259247325,1.7607954000122845,720,180,300,2,2,6,2498,,,,,,,,,
moons,LocalHead-Momentum,9,core,localhead,0,0,0,0,,146,150,False,0.3351736774202277,0.32434691493832496,0.8694444444444445,0.3351736774202277,0.8555555555555555,0.32620832131504157,0.86,0.8600000000000001,0.8599937775012223,1.8921289999852888,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,0,core,ar,64,1,64,320,0.16,49,69,True,0.11889847033825575,0.07969815423729514,0.9763888888888889,0.11889847033825575,0.9611111111111111,0.07998515293401892,0.9733333333333334,0.9733333333333334,0.9733321480954709,9.744450600002892,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,1,core,ar,64,1,64,320,0.16,67,87,True,0.09876841933508691,0.10038690372752979,0.9597222222222223,0.09876841933508691,0.9611111111111111,0.09197451218198359,0.98,0.98,0.98,11.379815199994482,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,3,core,ar,64,1,64,320,0.16,70,90,True,0.13474850867311403,0.09031443121329903,0.9722222222222222,0.13474850867311403,0.9555555555555556,0.125781844101268,0.9566666666666667,0.9566666666666667,0.9566623328999566,11.559403799998108,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,2,core,ar,64,1,64,320,0.16,126,146,True,0.09113460567996812,0.10575067103126862,0.9611111111111111,0.09113460567996812,0.9722222222222222,0.11636860928130156,0.9633333333333334,0.9633333333333334,0.9633296662999633,19.105617600027472,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,5,core,ar,64,1,64,320,0.16,66,86,True,0.08722879940363314,0.10760088565910644,0.9555555555555556,0.08722879940363314,0.9666666666666667,0.1458099800486661,0.9533333333333334,0.9533333333333334,0.9533001245330013,11.154489599983208,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,4,core,ar,64,1,64,320,0.16,97,117,True,0.06399005640918493,0.11420791757718056,0.9597222222222223,0.06399005640918493,0.9777777777777777,0.09725406539629303,0.96,0.96,0.9599982221432064,13.838287099963054,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,6,core,ar,64,1,64,320,0.16,76,96,True,0.0910023898129675,0.11613942618545654,0.9569444444444445,0.0910023898129675,0.9666666666666667,0.07750650085306617,0.9733333333333334,0.9733333333333334,0.9733321480954709,11.619596900010947,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,0,core,cat,40,2,40,200,,52,72,True,0.11875401052091447,0.07950576040556198,0.975,0.11875401052091447,0.9666666666666667,0.08174979853992705,0.9733333333333334,0.9733333333333334,0.9733333333333334,7.254257199994754,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,7,core,ar,64,1,64,320,0.16,84,104,True,0.045222132511226386,0.07462733656178762,0.9777777777777777,0.045222132511226386,0.9888888888888889,0.1318848473271727,0.9466666666666667,0.9466666666666667,0.9466571834992887,12.750256599974819,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,9,core,ar,64,1,64,320,0.16,76,96,True,0.13521337908367256,0.08292025047891599,0.9638888888888889,0.13521337908367256,0.9444444444444444,0.11104550822462035,0.9666666666666667,0.9666666666666667,0.9666607396870555,12.064741799957119,720,180,300,2,2,6,2498,,,,,,,,,
moons,AR64-Momentum,8,core,ar,64,1,64,320,0.16,91,111,True,0.12903855046168483,0.12195039015655998,0.9527777777777777,0.12903855046168483,0.9555555555555556,0.1245926738858878,0.95,0.95,0.9499994444382716,13.986905600002501,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,1,core,cat,40,2,40,200,,99,119,True,0.09380318065653077,0.10050376409732625,0.9638888888888889,0.09380318065653077,0.9611111111111111,0.09567767554844636,0.9733333333333334,0.9733333333333334,0.9733321480954709,12.46992709999904,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,3,core,cat,40,2,40,200,,70,90,True,0.1348296547314938,0.09073231335845643,0.9708333333333333,0.1348296547314938,0.9555555555555556,0.12542091119472826,0.9566666666666667,0.9566666666666667,0.9566623328999566,9.488083200005349,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,2,core,cat,40,2,40,200,,126,146,True,0.08709968902190694,0.103722553613628,0.9611111111111111,0.08709968902190694,0.9722222222222222,0.11271706502790822,0.9633333333333334,0.9633333333333334,0.9633296662999633,15.095977100019809,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,4,core,cat,40,2,40,200,,97,117,True,0.06440173665328494,0.11437945566100424,0.9597222222222223,0.06440173665328494,0.9777777777777777,0.09783117328511352,0.96,0.96,0.9599982221432064,12.23747310001636,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,5,core,cat,40,2,40,200,,66,86,True,0.0869839816504054,0.10736999503702485,0.9541666666666667,0.0869839816504054,0.9666666666666667,0.14487099768908088,0.9533333333333334,0.9533333333333334,0.9533001245330013,9.248731200001203,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,6,core,cat,40,2,40,200,,76,96,True,0.09106076094744636,0.1163548802130112,0.9583333333333334,0.09106076094744636,0.9611111111111111,0.07770583602772739,0.9733333333333334,0.9733333333333334,0.9733321480954709,9.842512400005944,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,7,core,cat,40,2,40,200,,84,104,True,0.04581144986605506,0.07480070484957248,0.9777777777777777,0.04581144986605506,0.9888888888888889,0.131741890040914,0.95,0.95,0.9499949994999499,10.691707799967844,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,8,core,cat,40,2,40,200,,91,111,True,0.13018494727695276,0.12105055724832917,0.9569444444444445,0.13018494727695276,0.9555555555555556,0.12356345517114069,0.95,0.95,0.9499994444382716,11.629315499973018,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT40-Momentum,9,core,cat,40,2,40,200,,76,96,True,0.13379947354730826,0.08443941637259428,0.9625,0.13379947354730826,0.9388888888888889,0.11180133679815486,0.9633333333333334,0.9633333333333334,0.9633296662999633,9.960085599974263,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,0,core,cat,64,2,64,320,,49,69,True,0.11889080145442156,0.07961717629088956,0.9763888888888889,0.11889080145442156,0.9611111111111111,0.0799317709614328,0.9733333333333334,0.9733333333333334,0.9733321480954709,10.968357799982186,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,1,core,cat,64,2,64,320,,67,87,True,0.09875184687826288,0.10037271479758055,0.9597222222222223,0.09875184687826288,0.9611111111111111,0.0919743439211635,0.98,0.98,0.98,13.540744700003415,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,3,core,cat,64,2,64,320,,70,90,True,0.13474147532875605,0.09029230217783879,0.9722222222222222,0.13474147532875605,0.9555555555555556,0.1257955162731841,0.9566666666666667,0.9566666666666667,0.9566623328999566,14.498273300006986,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,2,core,cat,64,2,64,320,,126,146,True,0.09136762461203389,0.10567979444604007,0.9611111111111111,0.09136762461203389,0.9722222222222222,0.11714246899785276,0.9633333333333334,0.9633333333333334,0.9633296662999633,23.19588269997621,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,4,core,cat,64,2,64,320,,97,117,True,0.06397628086404027,0.11420019425463887,0.9597222222222223,0.06397628086404027,0.9777777777777777,0.0972361337569723,0.96,0.96,0.9599982221432064,18.68904719996499,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,5,core,cat,64,2,64,320,,66,86,True,0.08724085334398836,0.1076118841762303,0.9555555555555556,0.08724085334398836,0.9666666666666667,0.1458414728380582,0.9533333333333334,0.9533333333333334,0.9533001245330013,14.010847400000785,720,180,300,2,2,6,2498,,,,,,,,,
moons,CAT64-Momentum,6,core,cat,64,2,64,320,,76,96,True,0.09100186901441745,0.11613279447952883,0.9569444444444445,0.09100186901441745,0.9666666666666667,0.07750316705784617,0.9733333333333334,0.9733333333333334,0.9733321480954709,15.398144200036768,720,180,300,2,2,6,2498,,,,,,,,,
