experiment_group,dataset,method,n,test_accuracy_mean,test_accuracy_std,test_accuracy_ci95_low,test_accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_std,macro_f1_ci95_low,macro_f1_ci95_high,test_loss_mean,test_loss_std,test_loss_ci95_low,test_loss_ci95_high,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95_low,elapsed_seconds_ci95_high,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,early_stop_fraction
core,digits,DFA-Momentum,10,0.9484444444444444,0.008752032881624836,0.9421836172811371,0.9547052716077518,0.9482765572816128,0.00857782041699445,0.942140354207988,0.9544127603552375,0.9483143576211663,0.008696358214496592,0.9420933577154778,0.9545353575268549,0.19457400755045934,0.02721414997787358,0.17510617742318504,0.21404183767773363,3.7805991199973503,0.2880444556802875,3.5745445293948044,3.9866537105998963,139.4,16.480291259562133,127.61070983477296,151.18929016522705,0.2
core,digits,FA-Momentum,10,0.9257777777777777,0.0106933821822925,0.9181281929853021,0.9334273625702533,0.92543019681139,0.010576882553144235,0.9178639508331707,0.9329964427896094,0.9252733539606034,0.01061155108730919,0.9176823076070487,0.9328644003141581,0.2631000809741064,0.047871785360340716,0.22885466871459517,0.2973454932336177,4.090050420007901,0.1655195591018454,3.971644860328251,4.208455979687551,149.8,0.4216370213557839,149.4983790449528,150.10162095504722,0.0
core,digits,LocalHead-Momentum,10,0.954,0.007557733890776123,0.9485935228676111,0.9594064771323888,0.953675062046144,0.007665632737022348,0.9481913987289449,0.9591587253633432,0.9538638941610106,0.007461933063896353,0.9485259488117296,0.9592018395102916,0.1835102547855963,0.029169123054488266,0.1626439211669444,0.2043765884042482,4.204899459995795,0.6392265263233526,3.7476243498994477,4.662174570092143,134.0,27.243755655603398,114.51099124670522,153.4890087532948,0.3
core,iris,AR64-Momentum,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.11347730999607822,0.04465830743236024,0.08153068136458891,0.14542393862756753,2.923666299984325,0.2880305805786291,2.7176216350315716,3.129710964937078,142.3,19.212553766280582,128.5561669816189,156.04383301838112,0.1
core,iris,BP-Adam,10,0.9605263157894737,0.03340251362221014,0.936631596992456,0.9844210345864913,0.9602564102564102,0.033877986316113426,0.9360215587841999,0.9844912617286204,0.9602749081299805,0.0336600028589208,0.9361959926292642,0.9843538236306968,0.15877666323117234,0.12008531558576097,0.072872803419109,0.24468052304323568,0.16075399000546894,0.05658160763869459,0.12027794622920615,0.20123003378173174,100.9,42.4616166542077,70.52478928698301,131.275210713017,0.6
core,iris,BP-MWBP,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.1147790487727874,0.04419942804840749,0.08316068267762436,0.14639741486795044,0.6607999100000598,0.09727246223859755,0.591215382375189,0.7303844376249305,144.6,12.020353109991772,136.00115739034896,153.19884260965102,0.1
core,iris,BP-Momentum,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.11326129773577795,0.04461546162052857,0.0813453191516751,0.1451772763198808,0.2346350900013931,0.04663796854705123,0.201272297119993,0.2679978828827932,142.2,19.18795918741172,128.4737608834626,155.92623911653737,0.1
core,iris,CAT40-Momentum,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.11570044965273982,0.04545206924355777,0.08318599802790054,0.14821490127757908,2.5114271500089673,0.22832774165264375,2.3480913231890272,2.6747629768289074,142.2,19.18795918741172,128.4737608834626,155.92623911653737,0.1
core,iris,CAT64-MWBP,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.11489143099492458,0.044216705377625606,0.08326070544298833,0.14652215654686082,4.449112209992018,0.22909085231540016,4.285230486689442,4.612993933294594,144.6,12.020353109991772,136.00115739034896,153.19884260965102,0.1
core,iris,CAT64-MWBP-local,10,0.9605263157894737,0.04341883744127924,0.9294663505758695,0.9915862810030779,0.9604700854700854,0.04367729044298358,0.9292252341168385,0.9917149368233322,0.9600560303893637,0.04409262061196632,0.9285140697314698,0.9915979910472577,0.11601928174578617,0.044513161182035146,0.08417648448684523,0.14786207900472711,4.5220645700057505,0.2824699625097237,4.319997731590152,4.724131408421349,144.6,12.020353109991772,136.00115739034896,153.19884260965102,0.1
